veh_id,cur_rsu,next_rsu,r_cov,dirct,d_rsu,d_e_n,n_t_0,n_t_1,n_t_2,n_t_3,d_l_c,d_l_n,v_c_a,v_n_a,tls_c,tls_n,tlt_c,tlt_n,n_cur,n_nxt,v_ahead_avg,dist_leader,v_leader,est_travel_time,route_lane_changes,q_len_cur,q_len_nxt,n_ahead_cur,n_ahead_nxt,n_merge_nxt,occ_cur,occ_nxt,dwell_cur,dwell_nxt
F15_1.3,N36,N29,800.0,-1,2400.0,1236.399054815404,71,85,0,0,436.36171655025635,2836.3990548154043,30.767814203819977,0.0,-2,-1,36.0,36.0,114,20,11.211448411610753,19.59697163557945,11.205812633258782,202.01235073172296,0,1,1,20,17,85,0.05674176193678548,0.05043712172158709,39.0,184.00000000000006
F15_6.2,N36,N29,800.0,-1,2400.0,1286.5248336403142,70,85,0,0,486.4825659693843,2886.5248336403142,30.767814203819977,0.0,-2,-1,37.0,37.0,113,20,11.078649578469006,31.27129433794687,11.800119994590245,203.21985061381386,0,1,1,21,18,85,0.05674176193678548,0.05043712172158709,42.0,187.0
F15_2.2,N36,N29,800.0,-1,2400.0,816.8078037869905,76,99,0,0,16.785969858883504,2416.8078037869905,30.132070515745603,0.0,-2,1,38.0,38.0,132,43,11.83411458145541,16.12423716437968,12.02159924368988,201.86403158232014,0,0,0,24,9,99,0.0609448554135844,0.04938634835238736,2.0,186.00000000000006
F15_2.3,N36,N29,800.0,-1,2400.0,1510.270069666858,65,88,0,0,710.2552518124511,3110.270069666858,30.98715332262471,0.0,-2,1,3.0,3.0,109,17,12.014446076917142,14.62592638952485,11.867610924399921,201.56951218588978,0,0,0,17,17,88,0.04073759054893734,0.046638129504461945,59.0,184.0
F15_9.7,N36,N29,800.0,1,2400.0,1710.8269606179438,62,93,0,0,689.173039382056,3310.8269606179438,31.22088516726886,0.0,1,1,10.0,10.0,105,14,9.664750910883239,9.887187847751193,8.678820648956185,146.8540668520513,0,3,0,5,4,93,0.1765299260255548,0.04308170813718897,127.0,138.00000000000006
F15_4.3,N36,N29,800.0,-1,2400.0,1518.3498392690526,76,107,0,0,718.3336121249171,3118.3498392690526,30.290017756704938,48.813559322033896,-2,1,22.0,22.0,130,50,12.07275162571088,19.955990625447228,14.566697291087701,198.23750276371518,0,0,0,22,11,107,0.05253866845998655,0.057792535305985215,48.0,152.0
F15_3.8,N36,N29,800.0,-1,2400.0,1349.3973230920833,84,109,0,0,549.3916199535588,2949.3973230920833,30.184540292091643,46.5232872810141,-2,1,6.0,6.0,144,63,11.866898405666145,65.31398179085244,15.104104731641979,202.0881458766574,0,0,0,20,10,109,0.056170765891168616,0.06696399760597435,45.0,132.0
F15_4.4,N36,N29,800.0,-1,2400.0,964.5173556969191,96,131,0,0,164.5146160743451,2564.5173556969194,29.798275492165978,43.09196312846744,-2,-1,1.0,1.0,169,81,7.460614700257155,15.013628342058382,12.493121490449742,285.91659678616014,0,18,18,23,7,131,0.05253866845998655,0.06830026899798251,13.0,121.0
F15_7.4,N36,N29,800.0,1,2400.0,1601.90947077685,81,110,0,0,798.09052922315,3201.90947077685,30.234324528361874,48.608460333285855,1,1,11.0,11.0,139,58,11.418689215869755,34.97001088814507,11.428828499297984,1.7561123632003637,0,0,0,0,0,110,0.24038461538461536,0.0,67.0,123.0
F15_8.4,N36,N29,800.0,-1,2400.0,1444.3063872676644,84,110,0,0,644.2975959076803,3044.3063872676644,30.234324528361874,46.5232872810141,-2,1,7.0,7.0,145,61,11.88066762586032,12.941138702898428,11.232108058478355,200.941968307812,0,0,0,23,12,110,0.05674176193678548,0.06830026899798251,53.0,146.99999999999994
F15_8.2,N36,N37,800.0,-1,2400.0,893.5330852780253,37,37,0,41,93.53051763286373,2493.5330852780253,30.132070515745603,33.287465494567634,-2,-1,38.0,38.0,132,139,9.308977505277413,12.74950544250737,10.390247159959568,261.16990338715135,0,0,0,7,7,78,0.02101546738399462,0.03467552118359112,11.0,192.0
F15_12.9,N36,N29,800.0,-1,2400.0,896.3894622015307,98,136,0,0,96.38688847373726,2496.3894622015305,29.660489830973155,43.09196312846744,-2,1,37.0,37.0,173,90,8.436437542161666,15.001516065004125,13.354094473460915,254.15656879846094,0,8,8,20,5,136,0.04833557498318763,0.06514794889038332,8.0,139.0
F15_12.3,N36,N37,800.0,-1,2400.0,1152.2774140847985,38,38,0,43,352.2738995403006,2752.2774140847987,30.17241191627745,33.287465494567634,-2,-1,39.0,39.0,133,136,9.305082602508195,180.3912248593781,10.683164823791518,263.4777294129699,0,0,0,9,9,81,0.02101546738399462,0.03377101644636699,41.0,171.00000000000006
F15_10.4,N36,N37,800.0,-1,2400.0,1030.432161260815,38,38,0,43,230.40564237575597,2630.432161260815,30.10018003275683,33.287465494567634,-2,-1,35.0,35.0,134,142,9.10541930565848,22.095986101546828,7.733457735011592,258.9001332088167,0,0,0,21,16,81,0.05674176193678548,0.03467552118359112,29.0,179.0
F15_19.2,N36,N37,800.0,-1,2400.0,1145.079780166259,40,40,0,54,345.0485354339173,2745.0797801662593,30.104195821613505,31.792599316835627,-2,1,39.0,39.0,151,154,8.779797040539671,263.00724705899734,10.852110855071418,267.43972916818524,0,0,0,23,15,94,0.06514794889038333,0.04203093476798925,36.0,153.0
F15_8.5,N36,N29,800.0,-1,2400.0,1230.531090894234,102,150,0,0,430.52699610709846,2830.531090894234,29.27912486979426,40.95340444819957,-2,1,7.0,7.0,183,95,11.712432901067237,638.0058755973797,11.041177165563754,200.20835307194483,0,0,0,16,7,150,0.05909201197606939,0.06842462064842475,30.0,131.0
F15_4.5,N36,N29,800.0,1,2400.0,2183.15565234862,66,87,0,0,216.84434765137973,3783.15565234862,30.920428250306507,0.0,0,0,1.0,1.0,109,19,8.261983584599657,15.250444517567303,12.029171976514496,132.53734119394215,0,1,0,26,22,87,0.1765299260255548,0.04938634835238736,206.0,129.0
F15_2.6,N36,N29,800.0,-1,2400.0,1167.107125681326,93,123,0,0,367.1035181424084,2767.1071256813257,30.081827146675437,43.861379767367566,-2,-1,26.0,26.0,161,71,8.997091588805333,16.82794945458818,12.20200101058402,237.91975411332294,0,6,6,21,10,123,0.05884330867518494,0.06830026899798251,32.0,181.0
F15_3.10,N36,N29,800.0,-1,2400.0,1155.5474938886848,92,128,0,0,355.5156845158385,2755.5474938886846,30.174839028062184,45.134753544849936,-2,-1,19.0,19.0,162,68,8.824277422437513,11.34956647315704,10.307056011542848,274.1098200416476,0,13,13,33,19,128,0.07985877605917956,0.06830026899798251,38.0,170.0
F15_0.5,N36,N29,800.0,1,2400.0,1737.7600151723045,79,110,0,0,662.2399848276957,3337.7600151723045,30.290017756704938,48.608460333285855,1,1,14.0,14.0,136,56,9.607930434005011,12.319964939805004,9.275160925790207,192.1026052818004,0,26,0,6,2,110,0.23117014122394083,0.06514794889038332,84.0,169.0
F15_6.6,N36,N29,800.0,1,2400.0,1618.9696670141648,97,132,0,0,781.0303329858352,3218.9696670141648,29.70044773121341,43.09196312846744,1,1,41.0,41.0,171,86,0.0,2.3749058380760744,2.373865986475721,283.3757478954591,0,58,16,0,0,132,0.2552346709770018,0.06765915184582205,75.00000000000006,124.0
F15_3.11,N36,N29,800.0,1,2400.0,1849.547147784539,71,86,0,0,550.4528522154609,3449.547147784539,30.749958059545094,0.0,-1,-1,30.0,30.0,115,21,3.5885215328942266,23.360807274215404,9.36395626475606,163.7721375429323,0,15,1,18,8,86,0.20595158036314729,0.05043712172158709,148.0,163.0
F15_7.5,N36,N29,800.0,-1,2400.0,814.0487107700953,111,156,0,0,14.026916296112972,2414.0487107700956,28.87403280684623,39.47489824016114,-2,-1,14.0,14.0,203,109,8.396047571741464,76.7992027959807,13.45802674678818,251.0273629122127,0,15,15,26,9,156,0.09036650975117687,0.07985877605917956,2.0,128.0
F15_12.8,N36,N29,800.0,1,2400.0,1910.1095685380988,66,87,0,0,489.890431461901,3510.1095685380988,30.920428250306507,0.0,0,0,0.0,0.0,109,20,7.455911122368304,9.729167931679171,11.70682865322823,134.32533600262593,0,2,0,17,8,87,0.1891392064559516,0.04938634835238736,146.0,193.0
F15_12.7,N36,N29,800.0,-1,2400.0,1381.3297190574153,93,120,0,0,581.2717634290218,2981.3297190574153,30.098792750589308,44.37304540846004,-2,-1,29.0,29.0,160,71,10.695458418706925,50.79926113757236,12.35770046387659,225.376340587604,0,5,5,35,23,120,0.07985877605917956,0.06830026899798251,47.0,193.0
F15_3.9,N36,N29,800.0,1,2400.0,1772.8976873267889,66,87,0,0,627.1023126732111,3372.897687326789,30.920428250306507,0.0,0,0,1.0,1.0,109,19,7.433839869975005,8.54867713055205,7.475367602810077,132.53734119394215,0,1,0,9,5,87,0.1891392064559516,0.04938634835238736,150.0,177.0
F15_0.8,N36,N29,800.0,1,2400.0,1806.1421025383706,77,102,0,0,593.8578974616295,3406.1421025383706,30.12526878666231,0.0,1,1,33.0,33.0,135,44,0.8663870591137528,0.0012877021779331699,0.0002280798544357737,237.32587230741848,0,43,0,22,19,102,0.2231268309996748,0.05165641871610151,164.0,126.0
F15_0.4,N36,N29,800.0,-1,2400.0,1533.543321716587,92,144,0,0,733.5235154758977,3133.543321716587,29.26391140583428,43.09196312846744,-2,1,27.0,27.0,169,93,11.123128420363235,13.059606883485102,11.514442949747725,207.909822620029,0,0,0,21,10,144,0.04833557498318763,0.06514794889038332,62.0,131.0
F15_0.6,N36,N29,800.0,1,2400.0,1791.0676244687938,79,109,0,0,608.9323755312062,3391.067624468794,30.290017756704938,48.608460333285855,1,1,15.0,15.0,136,55,6.141202983047093,0.7956441631084772,0.7650916822745762,192.20547086525335,0,26,0,11,9,109,0.19754539340954944,0.06514794889038332,144.0,138.0
F15_7.6,N36,N29,800.0,1,2400.0,1612.3702812557935,93,131,0,0,787.6297187442066,3212.3702812557935,29.92496957210517,43.09196312846744,-1,-1,4.0,4.0,166,80,0.0,407.78833970784444,8.802153721876413,271.2381157337543,0,50,18,0,0,131,0.26059179556153333,0.06830026899798251,82.00000000000006,142.0
F15_2.7,N36,N29,800.0,1,2400.0,1820.0710931961407,84,110,0,0,579.9289068038593,3420.0710931961407,30.234324528361874,46.5232872810141,1,1,7.0,7.0,145,61,7.879545117364427,2.147737576360555,1.8712986559688196,184.06508324718263,0,20,0,12,9,110,0.2269670477471419,0.06830026899798251,140.00000000000006,140.0
F15_12.4,N36,N37,800.0,1,2400.0,1634.2422409012706,38,38,0,43,765.7577590987293,3234.2422409012706,30.17241191627745,33.287465494567634,1,-1,39.0,39.0,133,136,1.9563623684528864,0.7840665476326194,0.7830216393566022,232.32755265095525,0,51,0,2,0,81,0.23537323470073976,0.03377101644636699,97.0,196.0
F15_18.3,N36,N37,800.0,-1,2400.0,902.1104986933294,47,47,0,60,102.087224055761,2502.1104986933296,29.52463737110431,30.726163532278473,-2,-1,34.0,34.0,172,176,8.655386647370298,79.13233736932443,9.28059584603662,272.7501930767882,0,0,0,20,10,107,0.054640215198386015,0.03887861466039005,13.0,183.0
