Time_s,DQL-DCC,AdaptDCC,ReactDCC,Fixed10Hz,Heuristic,DecTree,SAC,TD3,PPO
0.0,0.5690864816822824,0.5436495338370261,0.518436461499402,0.8720321148318422,0.6718530140138022,0.5884968180898054,0.6138368954801371,0.6012348262871331,0.5100985544111729
0.10101010101010101,0.5792901851871852,0.6066518334672415,0.717060900210363,0.8418307209319535,0.6894768684936035,0.5694070518398128,0.6340705071641892,0.667951391476573,0.46784661879813694
0.20202020202020202,0.5836989826706416,0.6746826683750176,0.6191721462158496,0.8468816581320912,0.6669427980209015,0.5927543039428679,0.5917788966603337,0.6595691447535673,0.5135626376874024
0.30303030303030304,0.5942860316478903,0.6454513399153198,0.657441983771319,0.8268516604932293,0.6478380390789072,0.5944813001581972,0.576006875638987,0.594852125524317,0.5157620701377249
0.40404040404040403,0.576056760645824,0.6856622795674415,0.7265019795276845,0.8769187443306661,0.5730524543214514,0.5953482092720305,0.5666839994807554,0.6217277306300812,0.4922935667035769
0.5050505050505051,0.5709959616068248,0.6642479808976613,0.6467152998638518,0.836575973629767,0.5278344083867489,0.6239078816123423,0.540337456040572,0.7102350809681638,0.4869379557061191
0.6060606060606061,0.6005076888933557,0.6742300702000682,0.6624449586116011,0.8559606218000505,0.5210846306018049,0.45986346348476526,0.7178826266100901,0.6394384687957245,0.5213874488346576
0.7070707070707071,0.5789697374672066,0.6508977159650849,0.7443126428068719,0.8479443191635105,0.5254773240083035,0.49912631312137995,0.7321307680835868,0.709382920469986,0.49760056635272804
0.8080808080808081,0.5663803985720082,0.6259182223361655,0.749255234536284,0.856098583766087,0.5120937819200625,0.48484385395687435,0.5867662601948525,0.6025581465439656,0.5217379600591401
0.9090909090909091,0.5702672722799643,0.6066428381104044,0.6999592627268655,0.879864364313928,0.5123753886689935,0.5509514025089287,0.5797984360493665,0.6095914013218188,0.5566326622108636
1.0101010101010102,0.5773613992398433,0.5651210808933085,0.7232183969488806,0.8053745292335334,0.5289390357554908,0.5857328212063649,0.6837582037971246,0.5825703247172768,0.4649462082674534
1.1111111111111112,0.574104707182052,0.4892813995514518,0.6923411729013018,0.8352855200519663,0.641607606433931,0.6829572901366516,0.6161758947308876,0.5788758499628359,0.5343836487060291
1.2121212121212122,0.5776261730564772,0.45361534007233045,0.7663565775315977,0.8851174114982309,0.6242034971291511,0.5902630558713856,0.6292681602649978,0.6977699691287895,0.5558746741811695
