Time,Vanilla DQN,DQN+MoE,REMO-DQN
0,0.2846103717713919,0.21363391410243737,0.2227589984325992
1,0.2632152047985997,0.29427229854235193,0.2486472582378776
2,0.4450513585717636,0.5049903783024737,0.25828068476683785
3,0.4716024424463131,0.49663115583340883,0.27512282871982224
4,0.5360933768310671,0.375638860066579,0.2805899860256881
5,0.37172785693384824,0.4339823332008813,0.4402049773013847
6,0.3680696730773385,0.3396786022338434,0.31102827265924704
7,0.4973456569463682,0.3208581166408975,0.36812195372092804
8,0.37397667116585764,0.410845130571947,0.5407721320617558
9,0.5575598886438178,0.3843383593705642,0.42052118304161007
10,0.5416709240336932,0.4592439320360513,0.48441442003709784
11,0.41781894421864907,0.31244112709563904,0.3408166973666325
12,0.5184652289341719,0.5855223508965726,0.35089061423932383
13,0.522718680767124,0.5922190418856002,0.30861640342166297
14,0.3294821336496258,0.5079934872047696,0.3492254919204954
15,0.5705153706642754,0.4605784085636416,0.38332660036999305
16,0.4515330720385077,0.39281564519004886,0.3530605055871746
17,0.5471037208775693,0.5433049869573314,0.32577724117236356
18,0.39339964339700306,0.5028041148539832,0.33357552441799976
19,0.5632869773176016,0.34341509057220887,0.4328636391785592
20,0.40769024630281714,0.5642078980307209,0.3528298582043059
21,0.28957223210897687,0.5330821095418381,0.39560189497931003
22,0.5524642333077381,0.5657896143695362,0.4318748216384161
23,0.3019565242535121,0.49228637373418005,0.4816889698064817
24,0.36334040933223954,0.45157087683585206,0.27933996000744477
25,0.5448658045256372,0.3853201252975813,0.49967033408310846
26,0.5367322812634132,0.5313686821883504,0.4399202540294187
27,0.41476935446036883,0.5025571548735055,0.2672656976080446
28,0.42304997866653027,0.24706441604744736,0.49557240224762367
29,0.3584585895148942,0.23183502527057387,0.5001866530809422
30,0.3020752323154061,0.32705101086940164,0.23243538876244585
31,0.3027574298543038,0.4473240654778789,0.28722136068749016
32,0.39591812248035346,0.4903454244517253,0.43602296959516035
33,0.40993778941697917,0.22935049791673365,0.40870333770077266
34,0.41191960291507146,0.35268510440295747,0.2298021956042301
35,0.40180712006940417,0.27918893422034446,0.2277264742320511
36,0.1831097865851219,0.4467222750148957,0.2668895865079293
37,0.2953424773199251,0.39965206284986327,0.2923732814664571
38,0.15608183891072142,0.39031282231906944,0.3242906423648169
39,0.2960820487787233,0.2718313320200937,0.24189747595253436
40,0.2567789008812203,0.24876560117050672,0.2630801653091515
41,0.38448354372104887,0.2001944104727708,0.3424135703336859
42,0.2181169265242648,0.12975507175391932,0.12384738362582055
43,0.14350351125333627,0.36780011920157046,0.1841144896282607
44,0.14773729722689916,0.3487100953500717,0.3188446683764141
45,0.330700177748732,0.4021622902193295,0.3708090395396501
46,0.28609631863153184,0.3996219507588252,0.2541341322713534
47,0.13034447708042698,0.2666371859243782,0.25964171982318457
48,0.12561558095091518,0.33107976367056907,0.13253514251834875
49,0.3120454781753027,0.38518445770229515,0.23597844878460317
50,0.12593647444294423,0.35900178973690955,0.26389275247019306
51,0.3539765495543336,0.18162296229018604,0.18015968285764566
52,0.32352720257493356,0.2468177750210127,0.192427503712799
53,0.14117788997017983,0.1555210803230584,0.22995850470899665
54,0.14817486546995887,0.408938859422018,0.1287449105777192
55,0.42543784099331344,0.31129835777822484,0.2260697171179143
56,0.24915457493960394,0.20546617786380664,0.20030773831173124
57,0.25612408986030355,0.34644165106199326,0.24318065139361067
58,0.39737965223587507,0.33897825419599303,0.18946842160439964
59,0.446786906732134,0.27006114892682853,0.42977051773894487
60,0.4678587693269687,0.20612572783999614,0.35013618624632203
61,0.4077972051504729,0.3832557082506303,0.38551444531613727
62,0.30456893537752505,0.3477833699893883,0.4284424313004518
63,0.22673160505803563,0.4333769075691268,0.35121404972715214
64,0.4447989952632804,0.36770397081864736,0.2377310069112765
65,0.38903327372952307,0.4771664489043436,0.3826439613543459
66,0.3584207391254307,0.3967261879836834,0.4072064717576015
67,0.5123913075900806,0.40876638352227573,0.4641168343169589
68,0.28277057980570625,0.5124074159113643,0.3789091989827646
69,0.40563150772607776,0.3788888363025391,0.2961180672774891
70,0.26910475330210465,0.3059032284070711,0.35083143161149627
71,0.41349509661082545,0.2815317069065893,0.3818215929321781
72,0.29625776908946655,0.505907963087001,0.4731419587843957
73,0.32068903694327805,0.47113652746889584,0.45627715346353004
74,0.32512868361429414,0.5010947400109298,0.39669982735051657
75,0.48856308831229295,0.35768924613014713,0.5897545723153678
76,0.5206054309827757,0.3377034098791796,0.47852441301021476
77,0.4738274529168479,0.30318022308806464,0.36998486090849836
78,0.5885060990798231,0.4050306021794396,0.3303890763235816
79,0.41235530804108844,0.47686944024036715,0.3457518759392768
80,0.3846494505468964,0.4166090381922579,0.3727231431776906
81,0.5575687195413467,0.42823145769162735,0.34519339306237534
82,0.3611518072238131,0.5653206640161018,0.35004316288336906
83,0.5791839452078127,0.39469382348261944,0.37574573398378347
84,0.28910623321577295,0.4396567375567713,0.3374719693972545
85,0.5708123592746407,0.5149446150846919,0.5488783386502766
86,0.2863876833725842,0.39240254448379236,0.297509833485904
87,0.5336398571176397,0.4529229330765804,0.42365033987929474
88,0.41680205201506615,0.5172008319131997,0.38161076738607463
89,0.5479915244815786,0.534958272743081,0.5448156707183703
90,0.2633508179447953,0.28533389280288707,0.27482351917459136
91,0.39806612155533144,0.5098861237833836,0.3512665159486577
92,0.5130797520957544,0.3699238793338862,0.5131301213926354
93,0.36937479560175085,0.2899187588403937,0.47209758011890024
94,0.39129713398591454,0.34021826941681416,0.4475991638301197
95,0.4012094946492042,0.48649466053946216,0.269855736067301
96,0.31892964130803403,0.33035275007556286,0.2338335980947218
97,0.36109136138412484,0.27144942044515824,0.37341690333623506
98,0.3386463806517373,0.3533723433698249,0.44216488381308294
99,0.4245938137697645,0.2262900962559258,0.3212752785266468
