Density,Fixed 10Hz,ReactDCC,AdaptDCC,TinyMLP,Q-Learning,SARSA,Actor-Critic,Vanilla DQN,PPO,DDPG,Double DQN,TD3,Decision Transformer,SAC,MAPPO,REMO-DQN
10.0,2613.6104054580906,2262.7481591323226,1628.68150871823,1362.7578340660673,1927.1969815628447,1748.2998961676421,1947.3252851365264,369.6070630475721,2678.3972120182602,1279.447035314084,1789.9518077953946,2137.801711951494,1363.3634801752933,1948.2323164677434,2582.4530597774506,138.56446182781224
11.83673469387755,2717.1288279896885,2370.8943114062204,1684.8151966473267,1439.21656043535,1962.5263933213935,1818.1447465410727,2002.392969875965,372.72593437623954,2769.389152825956,1409.3455235020542,1896.820731945302,2184.0190798193335,1436.5591342384496,2020.9426522614879,2646.698876024793,122.08210019965296
13.673469387755102,2780.072583321203,2365.5750752077606,1727.1566074707493,1468.7040754150871,2035.5811445880122,1811.362570361261,2010.4411733439244,444.4403132324166,2916.2418265304627,1542.799794293608,2038.4032889472458,2277.7672140574678,1563.269233102907,2085.7648738128946,2704.0973162159967,153.35372719774242
15.510204081632654,2891.6674161029946,2455.638064899308,1776.028674636307,1510.5831210348185,2119.4396713900874,1944.1777816221413,2119.8956455416683,451.91162002211144,2963.154630703157,1587.0596509579152,2140.0178216632426,2304.920455328646,1644.924299197215,2184.933235599538,2792.615714061617,187.8385631404404
17.346938775510203,2951.421362302291,2505.8034019453507,1901.9862268640263,1541.8999657712013,2122.962004936913,1941.312173737855,2158.8342254079876,497.76693196628037,3083.001188576599,1703.969232216447,2234.6903186939735,2396.5152980677112,1699.1796825537697,2267.597550032903,2864.8555385317477,150.468732430225
19.183673469387756,3064.734052230423,2575.93932949745,1932.3955332656326,1619.285832147194,2198.88701801538,2068.7496903279066,2184.0050765833444,535.9270295082206,3218.6953191667008,1760.9059754107302,2319.592888550284,2393.256864363266,1765.1222344699127,2316.8431267212127,2912.395675471413,208.65940413911397
21.02040816326531,3096.483739778729,2641.1488623302157,2060.164589596142,1693.8513156230465,2222.8086953772245,2113.790140505859,2218.6265836617463,558.0881057363473,3340.663111868947,1842.6300011808473,2433.5618852952102,2498.3647651806205,1903.594970508437,2398.442916572354,2967.7935412510715,210.7696008643618
22.857142857142858,3196.376984339375,2701.160549638986,2090.1958610462234,1730.3767197364266,2304.180934159193,2098.3894754468142,2299.749350469377,581.9104454427243,3419.4419275586392,1990.353091086017,2509.6372241000827,2547.745933284988,1992.75856917266,2434.3743786843297,3037.1477282074375,209.20853274281285
24.693877551020407,3278.061102671586,2814.7655101552364,2144.4130242947535,1784.4910871156287,2374.821450800375,2194.710992634431,2343.753219458442,679.6658921946292,3519.3203887735426,2078.704870345441,2622.2918405415953,2585.8842727322112,2049.321227611046,2579.807227675738,3142.7889943351397,190.76543755541707
26.53061224489796,3388.0654307213617,2873.388671448935,2210.214618890919,1859.0318269962816,2396.1368544003976,2211.5084848252277,2396.393263769441,679.7170341918882,3612.999669542488,2154.1784754258133,2704.834450269189,2593.730179458269,2132.1887855899386,2592.4882313086573,3163.5529810119288,201.5540847558068
28.367346938775512,3478.8610759980374,2917.7657459179277,2275.1617824214686,1945.2965654104983,2470.6290685787426,2272.547064339724,2442.5931133339286,726.9378442422651,3734.272731443322,2293.326043489222,2786.856448789356,2653.4532087633124,2255.947813452079,2705.452865853489,3297.2037695995155,233.86710179123048
30.20408163265306,3557.1329558008038,2965.0012086074175,2317.941114360366,1986.2968795080546,2546.3134183929246,2326.480996111655,2522.9404241772872,756.2889168264102,3830.392997038588,2319.6210031452947,2924.347664723061,2744.915635584019,2366.843419847448,2776.8918795480536,3323.7642108833747,228.52160772556562
32.04081632653062,3625.10160435328,3025.598976466212,2361.552605338517,2034.594087199925,2598.0406514883925,2401.25872467277,2508.310158414732,804.3407753889533,3917.2093518741167,2426.019306229711,3031.6227771871004,2787.6587488816344,2406.700837914586,2847.2124543222135,3408.3015020190446,253.52890952284034
33.87755102040816,3663.1403200582,3118.8752029678813,2450.3191630318893,2088.920538849967,2619.0457916665778,2452.2753100877535,2640.730167386873,837.9264210097679,4030.6144389230326,2535.4716810628197,3154.663528522974,2859.0588534472254,2485.892959250084,2921.8417445893488,3485.3692032321946,287.51139824900685
35.714285714285715,3803.5770337281338,3174.81743797961,2525.715947225614,2152.448505024138,2705.6156992246138,2475.23322091968,2683.9038941294666,912.1967709010798,4123.9397296928655,2634.910218021177,3209.5289967633216,2895.345580774363,2596.348003191351,2974.399695579072,3526.8854264317647,273.11100422311
37.55102040816327,3902.3248959752686,3230.6932906994552,2577.8769318322097,2195.4964992035775,2765.256354911731,2561.546528495195,2719.9652208959665,913.3756242349122,4246.055297250129,2767.0543775278807,3282.356284188599,2945.8039528237637,2689.960991225097,3062.243527080613,3600.5853225389346,281.746203286193
39.38775510204081,4023.9350181775358,3309.189060734016,2629.8618130048544,2245.7516581078976,2812.1834649431185,2602.1477809712474,2764.6797584959195,998.0474038566837,4353.5141097594005,2834.440367343242,3395.8077296303495,2952.578872859458,2756.8552240220833,3162.35335628052,3681.6468180906445,290.9457199969078
41.22448979591837,4045.597862786603,3380.9620022227778,2705.3694838520873,2325.011329388869,2887.752317237146,2623.301368941875,2841.032435790954,1025.1123625800217,4487.459319607538,2925.3064540047503,3498.722780487185,3069.7515294239083,2891.527943621568,3242.4469653151837,3731.157140327114,326.39048759889266
43.06122448979592,4124.540383438079,3424.835181620589,2805.7985456380775,2362.013704302693,2910.1183611194324,2704.514244373703,2870.336192332921,1031.4086084608061,4547.318048456806,2999.474523650647,3603.4746281510083,3092.5176183531,2955.944920406358,3282.895348605926,3796.102860104468,341.173520198693
44.89795918367347,4228.012715738468,3476.9448547839274,2864.7980181337844,2399.023821638823,2986.098773189471,2799.885889792934,2917.4227385392387,1085.8643946812354,4660.144791210584,3142.316455053014,3708.986260973981,3149.7340824337157,3017.170899854688,3334.2744888388606,3867.1241891372183,332.92847016183754
46.734693877551024,4300.245377704219,3531.0444505177093,2918.012504511254,2507.935929633008,3010.48685463399,2812.1541903729926,2997.5756423617427,1128.4257022718705,4793.438288072953,3193.5600917565575,3805.892185507908,3188.50027890574,3079.831750541553,3424.078914493432,3980.086898412311,336.40529973572296
48.57142857142857,4414.636941169857,3627.254788157639,2991.0764732664716,2497.945543271686,3057.7201199528013,2836.9315426505163,3068.4791482805317,1173.4415334497116,4908.850783987882,3286.509808808418,3913.2385086500412,3231.285297348739,3224.9549417552107,3550.875845487404,4033.0866082845064,347.4483951542621
50.40816326530612,4456.726626315574,3730.3624649500302,3021.446051535862,2621.98470540623,3161.295992882189,2943.414076599988,3059.001050086233,1213.9893432235885,4986.737551862732,3399.7059970263967,4000.7093882553504,3343.73393405087,3309.290226735011,3573.608525861576,4078.4889088323657,380.5998543715923
52.244897959183675,4551.674371556661,3729.579670904906,3092.9264311999345,2658.021513587276,3202.0274391078947,2962.057001324805,3138.7271255988944,1237.4832698940309,5076.66640422183,3506.6841655481626,4051.3190730667247,3382.3985902464883,3366.2816406232705,3660.216854327099,4181.031577794268,370.7495449976628
54.08163265306123,4657.936513877872,3838.5577087411725,3179.8054346698773,2684.78355374457,3248.28961471839,3038.3782467012343,3160.3132545467206,1253.232768465554,5176.7716496414105,3584.726558261572,4199.431731516892,3434.9264067142954,3466.2333031865533,3764.648687043665,4218.045422392622,400.85694146043704
55.91836734693878,4730.340465101008,3867.8325947501157,3218.245162710939,2760.925819219333,3292.1966223002196,3084.132401258806,3243.8838385244017,1323.7096106432805,5253.865002025659,3708.978885533649,4295.687733989928,3466.553941705048,3543.0974920964486,3799.9620317675003,4263.016421955825,371.2101396949524
57.755102040816325,4831.158258739474,3936.63847803535,3305.253510438642,2808.1376198698836,3385.9835666588074,3176.2879988836903,3270.097368086587,1344.7323303384737,5376.665307676985,3784.8881351446007,4404.022519860965,3488.3233640075423,3643.403963680074,3881.3587561522627,4385.184984471873,362.06412981005275
59.59183673469388,4882.963710731666,4029.192969172529,3342.585259743105,2889.1435621931664,3395.2230080122986,3191.111390825653,3361.701915567245,1332.248971701963,5501.746257465008,3907.3121646861664,4484.851602293758,3617.3203669034365,3699.3780914470576,3974.728941831317,4473.397562344558,384.57799399415507
61.42857142857143,5000.721648263576,4070.564727253489,3399.5936991827703,2945.0218324182224,3501.1826212701426,3225.1277348821245,3387.2785151646976,1434.4092547780474,5600.589627010684,3992.068123345315,4595.615824715599,3635.922963271771,3783.4117956799505,4067.2446254377546,4520.857875398433,395.88691852781653
63.26530612244898,5025.940077206608,4145.410477133103,3512.057739039623,2994.764637532139,3546.286795756436,3292.125031381667,3442.0204293629313,1450.4920979066978,5721.171839146906,4113.504623120655,4701.33421779741,3682.410573507865,3909.8645487484946,4094.266962864239,4541.174481599044,448.4170891669708
65.10204081632654,5110.501704898643,4209.802567144101,3582.627287109563,3056.7391884724448,3564.052797028901,3330.408923555895,3525.52311070286,1494.577151089015,5809.293959266458,4164.539583005541,4786.0725938329815,3724.6897879202065,3999.284666975272,4209.189417111536,4647.674251283024,440.23847897235294
66.93877551020408,5252.3195359132205,4256.517109601146,3614.220156335141,3095.789038093285,3651.669629528185,3404.281615377583,3530.0507031464135,1542.4359490370387,5903.1712044063315,4285.972707220922,4901.854913732962,3743.1789821672187,4057.601625604444,4249.8864501028,4711.877937952074,421.94474706466815
68.77551020408163,5310.646655549273,4352.673404771379,3661.1775307111543,3189.593348241125,3758.166675179353,3497.3451873415966,3610.217558185685,1549.813199147922,6029.013570862017,4329.066187506254,4988.804064158416,3859.098940731327,4139.320140609452,4311.967962261761,4794.157879859703,460.04577455906207
70.61224489795919,5412.676907813524,4398.315200724879,3712.1695447275974,3235.1061437486346,3784.8223198027104,3540.4011965472937,3635.6615982408125,1622.2375832522046,6176.786325920615,4518.344711013766,5089.598805976183,3867.3113548075708,4264.138987183363,4408.847177048186,4838.872389729144,450.46960226795625
72.44897959183675,5480.010936114052,4436.552030307751,3857.9271976458263,3257.368051455291,3800.4151869711022,3609.738108896704,3724.0665707302624,1651.6932185190678,6224.828372999252,4572.099593031392,5127.075517169504,3951.5944670626836,4313.767503765963,4454.874199357637,4918.372368924342,494.93593180072304
74.28571428571429,5561.641625237198,4511.247945720004,3888.0652178725195,3339.399559884619,3887.2516206410437,3631.9817638247405,3787.685681604919,1679.0535813814313,6338.447442110125,4646.003643127231,5261.716011274894,4008.277421887732,4416.066075283777,4561.63530121324,4965.864392925452,464.7545465347905
76.12244897959184,5618.982952681272,4531.539959970019,3938.427741006338,3393.9281310243914,3900.541020846946,3678.7412291336514,3798.5023814457254,1736.093431294149,6457.102538643505,4742.456408568748,5360.834504478975,4051.7415539625463,4500.414646608405,4689.357544877647,5067.925606894427,449.8344597563874
77.95918367346938,5728.767504953357,4659.68824837927,4008.0595818204356,3430.535411942673,3957.3747763569754,3709.3958268883516,3811.688670182912,1739.9352841357452,6533.225994523902,4838.407576518377,5487.048528970922,4106.655531191543,4559.389923280615,4722.646113031004,5105.05641151984,486.0608970373333
79.79591836734694,5840.29736750198,4749.505127819314,4041.8213742412886,3485.2396719057215,4039.3967229211585,3788.237506908502,3893.617689710018,1813.8223577508254,6674.607848424031,4975.857895662876,5607.219253099622,4176.376114282693,4679.455423541024,4772.605616041102,5210.686958279444,492.31650519518877
81.63265306122449,5897.959555113022,4767.256192813298,4157.236194866874,3572.5691247684545,4107.717658133508,3833.7193885831534,4007.843110208398,1860.2924141477006,6722.066230804999,5052.737278417385,5678.481710160131,4185.803069867891,4764.386373279331,4869.917159021367,5256.151663444617,481.29873234715603
83.46938775510205,5994.228639602338,4864.685345352229,4249.590585376539,3604.2592492146237,4168.852995581769,3905.3816245695675,3999.158052639082,1895.556022764601,6849.986828018021,5121.609047572573,5796.880039661313,4257.139088765243,4856.587155785075,4904.412198366507,5277.558455058442,529.0651739210764
85.3061224489796,6077.435481331349,4926.361318683256,4258.683497508527,3666.0307218241005,4225.071840135823,3920.8464407748497,4098.23071228575,1943.7993474178384,6956.411285749257,5201.408238467513,5891.943193022495,4301.544587730599,4939.433043627905,4981.938652289783,5425.486047406048,555.0249888512388
87.14285714285714,6127.854768266189,4967.487811306829,4386.757984566334,3745.1235250688883,4274.404944336873,3997.8276525108927,4102.494522250116,1989.8993246125237,7070.153193940535,5345.815756749876,5980.840072186145,4321.453053727577,5065.867270434903,5069.838361576575,5488.715823588007,513.2645992398284
88.9795918367347,6249.01246169042,5078.0314357615025,4401.510951991457,3824.0423835158,4288.171895985662,4018.7865240183864,4153.810207709735,2003.5359361153828,7132.1947483717,5434.373767775708,6088.585801554135,4416.1686801411815,5133.272182884897,5147.30679314877,5575.1180028188655,564.352167042117
90.81632653061224,6309.356207050114,5106.622934647202,4501.924318698835,3819.1172643044683,4375.1748622660525,4110.491181423763,4233.823899142542,2065.642494040893,7303.173507600754,5527.439328404166,6181.089205734901,4487.664684334157,5197.699894279323,5193.854624838553,5575.4809303797465,541.9490161066185
