Density,Expert1 (Low Density),Expert2 (Medium Density),Expert3 (High Density)
10.0,90.0,0.0,0.0
11.83673469387755,88.16326530612245,0.0,0.0
13.673469387755102,86.3265306122449,0.0,0.0
15.510204081632654,84.48979591836735,0.0,0.0
17.346938775510203,82.65306122448979,1.0204081632653015,0.816326530612244
19.183673469387756,80.81632653061224,3.775510204081634,3.020408163265305
21.02040816326531,78.9795918367347,6.530612244897966,5.22448979591837
22.857142857142858,77.14285714285714,9.285714285714285,7.428571428571427
24.693877551020407,75.3061224489796,12.04081632653061,9.632653061224488
26.53061224489796,73.46938775510205,14.795918367346943,11.836734693877549
28.367346938775512,71.63265306122449,17.551020408163268,14.04081632653061
30.20408163265306,69.79591836734694,20.306122448979593,16.244897959183675
32.04081632653062,67.95918367346938,23.061224489795926,18.44897959183674
33.87755102040816,66.12244897959184,25.816326530612244,20.653061224489797
35.714285714285715,64.28571428571428,28.571428571428573,22.857142857142854
37.55102040816327,62.44897959183673,31.326530612244902,25.06122448979592
39.38775510204081,60.61224489795919,34.08163265306122,27.265306122448976
41.22448979591837,58.77551020408163,36.83673469387756,29.469387755102048
43.06122448979592,56.93877551020408,39.59183673469388,31.673469387755098
44.89795918367347,55.10204081632653,42.34693877551021,33.87755102040816
46.734693877551024,53.265306122448976,45.102040816326536,36.08163265306123
48.57142857142857,51.42857142857143,47.857142857142854,38.28571428571428
50.40816326530612,49.59183673469388,49.38775510204081,40.48979591836734
52.244897959183675,47.755102040816325,46.63265306122449,42.69387755102041
54.08163265306123,45.91836734693877,43.87755102040816,44.897959183673464
55.91836734693878,44.08163265306122,41.12244897959183,47.102040816326536
57.755102040816325,42.244897959183675,38.36734693877551,49.30612244897959
59.59183673469388,40.40816326530612,35.61224489795919,51.51020408163265
61.42857142857143,38.57142857142857,32.857142857142854,53.71428571428571
63.26530612244898,36.73469387755102,30.102040816326525,55.91836734693878
65.10204081632654,34.897959183673464,27.346938775510196,58.12244897959184
66.93877551020408,33.06122448979592,24.591836734693878,60.326530612244895
68.77551020408163,31.224489795918373,21.83673469387756,62.53061224489795
70.61224489795919,29.387755102040813,19.08163265306122,64.73469387755102
72.44897959183675,27.551020408163254,16.32653061224488,66.9387755102041
74.28571428571429,25.714285714285708,13.571428571428562,69.14285714285715
76.12244897959184,23.877551020408163,10.816326530612244,71.3469387755102
77.95918367346938,22.040816326530617,8.061224489795926,73.55102040816325
79.79591836734694,20.204081632653057,5.306122448979586,75.75510204081633
81.63265306122449,18.367346938775512,2.551020408163268,77.95918367346938
83.46938775510205,16.530612244897952,0.0,80.16326530612245
85.3061224489796,14.693877551020407,0.0,82.36734693877551
87.14285714285714,12.857142857142861,0.0,84.57142857142857
88.9795918367347,11.020408163265301,0.0,86.77551020408164
90.81632653061224,9.183673469387756,0.0,88.97959183673468
92.6530612244898,7.346938775510196,0.0,91.18367346938776
94.48979591836735,5.510204081632651,0.0,93.38775510204081
96.3265306122449,3.6734693877551052,0.0,95.59183673469387
98.16326530612245,1.8367346938775455,0.0,97.79591836734694
100.0,0.0,0.0,100.0
