x,y,Cluster
0.4967141530112327,0.25049285034587654,Low Traffic
-0.13826430117118466,0.3464482094969757,Low Traffic
0.6476885381006925,-0.6800247215784908,Low Traffic
1.5230298564080254,0.23225369716100355,Low Traffic
-0.23415337472333597,0.29307247329868125,Low Traffic
-0.23413695694918055,-0.7143514180263678,Low Traffic
1.5792128155073915,1.8657745111447566,Low Traffic
0.7674347291529088,0.4738329209117875,Low Traffic
-0.4694743859349521,-1.1913034972026486,Low Traffic
0.5425600435859647,0.6565536086338297,Low Traffic
-0.46341769281246226,-0.9746816702273214,Low Traffic
-0.46572975357025687,0.787084603742452,Low Traffic
0.24196227156603412,1.158595579007404,Low Traffic
-1.913280244657798,-0.8206823183517105,Low Traffic
-1.7249178325130328,0.9633761292443218,Low Traffic
-0.5622875292409727,0.4127809269364983,Low Traffic
-1.0128311203344238,0.82206015999449,Low Traffic
0.3142473325952739,1.8967929826539474,Low Traffic
-0.9080240755212109,-0.2453881160028705,Low Traffic
-1.4123037013352915,-0.7537361643574896,Low Traffic
1.465648768921554,-0.8895144296255233,Low Traffic
-0.22577630048653566,-0.8158102849654383,Low Traffic
0.06752820468792384,-0.0771017094141042,Low Traffic
-1.4247481862134568,0.3411519748166439,Low Traffic
-0.5443827245251827,0.27669079933001905,Low Traffic
0.11092258970986608,0.8271832490360238,Low Traffic
-1.1509935774223028,0.01300189187790702,Low Traffic
0.37569801834567196,1.4535340771573169,Low Traffic
-0.600638689918805,-0.2646568332379561,Low Traffic
-0.2916937497932768,2.720169166589619,Low Traffic
-0.6017066122293969,0.6256673477650062,Low Traffic
1.8522781845089378,-0.8571575564162826,Low Traffic
-0.013497224737933921,-1.0708924980611123,Low Traffic
-1.0577109289559004,0.4824724152431853,Low Traffic
0.822544912103189,-0.2234627853258509,Low Traffic
-1.2208436499710222,0.714000494092092,Low Traffic
0.2088635950047554,0.47323762457354485,Low Traffic
-1.9596701238797756,-0.07282891265687277,Low Traffic
-1.3281860488984305,-0.846793718068405,Low Traffic
0.19686123586912352,-1.5148472246858646,Low Traffic
0.7384665799954104,-0.4465149520670211,Low Traffic
0.1713682811899705,0.8563987943234723,Low Traffic
-0.11564828238824053,0.21409374413020396,Low Traffic
-0.3011036955892888,-1.245738778711988,Low Traffic
-1.4785219903674274,0.173180925851182,Low Traffic
-0.7198442083947086,0.3853173797288368,Low Traffic
-0.4606387709597875,-0.883857436201133,Low Traffic
1.0571222262189157,0.1537251059455279,Low Traffic
0.3436182895684614,0.058208718445999896,Low Traffic
-1.763040155362734,-1.142970297830623,Low Traffic
5.3240839693947954,5.357787360348283,Medium Traffic
4.6149177195836835,5.560784526368234,Medium Traffic
4.323077999694041,6.083051243175277,Medium Traffic
5.611676288840868,6.053802052034903,Medium Traffic
6.030999522495951,3.622330632042909,Medium Traffic
5.931280119116199,4.062174960084877,Medium Traffic
4.160782476777362,5.51503526720866,Medium Traffic
4.690787624148785,5.513785950912209,Medium Traffic
5.331263431403564,5.515047686306048,Medium Traffic
5.975545127122359,8.85273149065472,Medium Traffic
4.52082576215471,5.570890510693167,Medium Traffic
4.8143410233361825,6.135565640180599,Medium Traffic
3.893665025993972,5.954001763493203,Medium Traffic
3.803793375919329,5.651391251305798,Medium Traffic
5.812525822394198,4.684730755359654,Medium Traffic
6.356240028570823,5.758969220493268,Medium Traffic
4.927989878419666,4.227174785462428,Medium Traffic
6.003532897892024,4.763181393259991,Medium Traffic
5.361636025047634,4.514636452170897,Medium Traffic
4.354880245394876,5.081874139386323,Medium Traffic
5.361395605508414,7.314658566673509,Medium Traffic
6.538036566465969,3.132734807408252,Medium Traffic
4.964173960890048,5.686260190374513,Medium Traffic
6.564643655814006,3.3872841288103483,Medium Traffic
2.3802548959102556,4.528068134210566,Medium Traffic
5.821902504375224,6.088950596967366,Medium Traffic
5.087047068238172,5.064280019095463,Medium Traffic
4.7009926495341325,3.922255222070694,Medium Traffic
5.091760776535502,4.284696290740031,Medium Traffic
3.012431085399107,5.679597748934675,Medium Traffic
4.780328112162488,4.2696333682828636,Medium Traffic
5.357112571511746,5.216458589581975,Medium Traffic
6.477894044741516,5.045571839903814,Medium Traffic
4.481729781726353,4.348399652394183,Medium Traffic
4.191506397106813,7.143944089325325,Medium Traffic
4.498242956415464,5.633919022318011,Medium Traffic
5.915402117702074,2.974857413342393,Medium Traffic
5.3287511096596845,5.186454314769428,Medium Traffic
4.470239796232962,4.338213535231612,Medium Traffic
5.513267433113356,5.852433334796224,Medium Traffic
5.0970775493480405,4.2074792615673,Medium Traffic
5.968644990532889,4.885263558533101,Medium Traffic
4.297946906122648,5.504987278980457,Medium Traffic
4.672337853402232,5.865755194170122,Medium Traffic
4.607891846867842,3.7997035929442236,Medium Traffic
3.5364850518678814,4.665498764159052,Medium Traffic
5.296120277064576,4.5250546888390435,Medium Traffic
5.261055272179889,4.346670767426288,Medium Traffic
5.005113456642461,6.765454240281096,Medium Traffic
4.765412866624853,5.404981710960955,Medium Traffic
0.5846292579495858,3.7391160456649546,High Traffic
1.579354677234641,5.917861947054776,High Traffic
1.6572854834732305,7.122156197012633,High Traffic
1.197722730778381,6.032465260551147,High Traffic
1.8387142883339909,3.4806300340459866,High Traffic
2.4040508568145382,4.5157659271337485,High Traffic
3.8861859012105304,6.2669111491866225,High Traffic
2.174577812831839,4.292330534381219,High Traffic
2.2575503907227645,5.443819428146228,High Traffic
1.9255540842338328,5.774634053429336,High Traffic
0.08122878470095851,4.073069528421917,High Traffic
1.973486124550783,4.9404746439382,High Traffic
2.0602302099410266,1.7587326599309274,High Traffic
4.463242112485286,3.9756123586657104,High Traffic
1.8076390352188776,4.74743184860684,High Traffic
2.3015473423336124,3.7522168180351505,High Traffic
1.9652882302947567,6.632411303931635,High Traffic
0.831321962380468,3.5698586220393675,High Traffic
3.1428228145150205,4.5599555133030165,High Traffic
2.7519330326867744,5.130740577286091,High Traffic
2.791031947043047,6.441273289066116,High Traffic
1.090612545205261,3.5641378488205606,High Traffic
3.402794310936099,6.16316375215496,High Traffic
0.5981489372077191,5.010233061019587,High Traffic
2.5868570938002704,4.018491348952049,High Traffic
4.190455625809978,5.46210347426327,High Traffic
1.0094636748693118,5.19905969557347,High Traffic
1.433702270397228,4.399783122841205,High Traffic
2.099651365087641,5.069802084990019,High Traffic
1.4965243458838007,4.61468640313824,High Traffic
0.4493365689338673,5.113517345251248,High Traffic
2.0685629748060275,5.6621306745210465,High Traffic
0.9376962862738951,6.586016816145352,High Traffic
2.4735924306351817,3.762184501173151,High Traffic
1.0805757657661967,7.133033374656266,High Traffic
3.5499344050175394,3.047912200477498,High Traffic
1.2167467076637628,4.848214904964417,High Traffic
1.6779384837943243,5.588317206484577,High Traffic
2.81351721736967,5.2809918677350325,High Traffic
0.7691356835660448,4.377300480179406,High Traffic
