veh_id,cur_rsu,next_rsu,r_cov,dirct,d_rsu,d_e_n,n_t_0,n_t_1,n_t_2,n_t_3,d_l_c,d_l_n,v_c_a,v_n_a,tls_c,tls_n,tlt_c,tlt_n,n_cur,n_nxt,v_ahead_avg,dist_leader,v_leader,est_travel_time,route_lane_changes,q_len_cur,q_len_nxt,n_ahead_cur,n_ahead_nxt,n_merge_nxt,occ_cur,occ_nxt,dwell_cur,dwell_nxt
F12_11.1,N32,N31,800.0,1,2400.0,2395.685161276201,1,0,5,1,4.314838723798971,3995.685161276201,32.21197127230904,0.0,-1,1,40.0,40.0,44,6,10.08666003458195,145.0811496985658,10.729587204857172,127.0702434668905,0,1,0,7,0,6,0.05043712172158709,0.0010507733691997312,186.0,175.0
F12_11.2,N32,N31,800.0,1,2400.0,2394.303732216896,2,1,8,2,5.696267783103735,3994.303732216896,32.46134532039487,36.23358217029103,-1,1,7.0,7.0,52,13,10.612028131922164,40.90323791563873,10.51095563006083,152.26117701996512,0,5,0,4,0,11,0.02942165433759247,0.0010507733691997312,199.0,194.0
F12_15.2,N32,N31,800.0,-1,2400.0,1042.2023450464048,12,0,33,12,242.1754396144405,2642.202345046405,33.18595981847904,37.54775918462255,-2,1,17.0,17.0,73,34,8.666846965589933,38.26548151143788,9.117400519777277,271.2136586961125,0,0,0,2,1,45,0.00840618695359785,0.004203093476798925,28.0,195.0000000000001
F12_0.6,N32,N31,800.0,1,2400.0,2397.9983594711266,3,1,13,3,2.001640528873395,3997.9983594711266,32.74893612919761,37.91565744762779,1,-1,20.0,20.0,51,22,10.338212528483341,11.628186032318638,9.724671262845934,126.59657766156812,0,0,0,13,2,17,0.07985877605917956,0.0021015467383994624,174.0,186.0
F12_11.3,N32,N31,800.0,-1,2400.0,892.4737801832061,15,0,31,15,92.45069182668442,2492.473780183206,33.37521905696164,37.363480366938575,-2,1,5.0,5.0,84,46,9.102389843841022,657.6700683695658,9.064247821390255,272.6914388335813,0,0,0,3,3,46,0.018913920645595158,0.012609280430396773,11.0,148.0
F12_7.4,N32,N31,800.0,-1,2400.0,1023.9260652242656,16,0,30,16,223.89975230100288,2623.9260652242656,33.36485075895308,37.33979256318618,-2,1,1.0,1.0,83,46,8.754798675510774,30.900642759783523,8.199853407911771,274.6361941488191,0,0,0,5,5,46,0.018913920645595158,0.012609280430396773,27.0,180.0
F12_1.6,N32,N31,800.0,1,2400.0,2262.109983577999,7,1,25,7,137.89001642200083,3862.109983577999,32.64521825323246,37.48452077274554,1,-1,25.0,25.0,70,28,9.293264437912878,20.47653498586203,9.8269598648896,120.06101103778794,0,0,0,10,0,33,0.08406186953597848,0.004203093476798925,182.0,183.0
F12_0.8,N32,N31,800.0,1,2400.0,2341.5371218430873,7,1,26,7,58.46287815691278,3941.5371218430873,32.691747376426754,37.61825648717202,1,-1,21.0,21.0,69,28,9.209559631372356,83.39037240612515,10.190720204006256,126.82758104114713,0,0,0,12,2,34,0.07985877605917956,0.004203093476798925,183.0,178.0
F12_11.4,N32,N31,800.0,1,2400.0,1783.0520324464728,12,0,29,12,616.9479675535272,3383.052032446473,33.19250882145719,37.77618377288309,1,-1,39.0,39.0,78,34,1.5968652485497172,42.58103375684789,10.383880923803964,207.7150979086184,0,11,0,9,1,41,0.10087424344317418,0.004203093476798925,117.0,174.0
F12_1.7,N32,N31,800.0,-1,2400.0,913.3711219986753,15,0,31,15,113.34762114528735,2513.3711219986753,33.25425457618328,37.515250897070175,-2,-1,28.0,28.0,72,42,8.704220136212372,33.7683230654967,7.976865493549593,278.7158233046695,0,0,0,6,4,46,0.02101546738399462,0.013660053799596504,14.0,177.0
