veh_id,cur_rsu,next_rsu,r_cov,dirct,d_rsu,d_e_n,n_t_0,n_t_1,n_t_2,n_t_3,d_l_c,d_l_n,v_c_a,v_n_a,tls_c,tls_n,tlt_c,tlt_n,n_cur,n_nxt,v_ahead_avg,dist_leader,v_leader,est_travel_time,route_lane_changes,q_len_cur,q_len_nxt,n_ahead_cur,n_ahead_nxt,n_merge_nxt,occ_cur,occ_nxt,dwell_cur,dwell_nxt
F8_7.3,N18,N17,800.0,-1,2400.0,1356.8703001127847,67,0,9,67,556.8644420503665,2956.8703001127847,33.85501719444758,0.0,-2,-1,5.0,5.0,161,12,7.644720586500602,11.469395060896659,9.92919396218682,248.3726011593509,0,4,4,7,4,76,0.025218560860793545,0.03887861466039005,51.0,148.00000000000006
F8_2.4,N18,N17,800.0,-1,2400.0,1295.6571157343187,71,0,8,71,495.6522992022119,2895.6571157343187,33.85501719444758,0.0,-2,-1,0.0,0.0,176,13,7.215193038579565,11.085063038511464,10.168129593283318,268.8018342046355,0,7,7,9,5,79,0.027320107599193007,0.04098016139878951,45.0,153.0
F8_11.4,N18,N17,800.0,1,2400.0,1705.355558837562,66,0,9,66,694.6444411624382,3305.355558837562,33.99039850087772,0.0,1,-1,20.0,20.0,155,12,8.840012534221984,8.439133754854765,7.981708746385948,197.5114639947463,0,17,1,5,4,75,0.21856086079354406,0.031523201075991936,81.0,163.00000000000006
F6_11.1,N18,N17,800.0,1,2400.0,2184.339963634286,63,0,6,63,215.66003636571395,3784.339963634286,35.50258199944374,0.0,1,1,2.0,2.0,146,9,10.742381839888766,12.450468773469538,10.742381839888766,218.42095094746637,0,0,0,1,1,69,0.07355413584398117,0.02206624075319435,116.0,158.0
F10_7.2,N18,N17,800.0,-1,2400.0,1539.967964342985,93,0,7,93,739.9460993572908,3139.967964342985,33.70682684432963,0.0,-2,1,20.0,20.0,212,18,11.654696238605899,15.15273887390677,12.53621245854873,217.5042122081857,0,0,0,12,12,100,0.027320107599193007,0.036777067921990585,60.0,152.00000000000006
F10_7.0,N18,N17,800.0,-1,2400.0,850.3643032805239,101,0,9,101,50.361820201657,2450.364303280524,32.30235275323705,34.609888127029954,-2,-1,11.0,11.0,240,23,11.04849117770042,28.597497875465365,11.658766367000638,217.15746014204,0,1,1,13,10,110,0.03992938802958978,0.05253866845998656,5.0,147.99999999999994
F10_2.2,N18,N17,800.0,1,2400.0,1687.5357081264888,65,0,9,65,712.464291873511,3287.5357081264888,33.993071287578935,0.0,-1,-1,17.0,17.0,153,12,2.305436592093776,14.00701981572547,11.527182960468881,213.00300526409654,0,4,2,5,5,74,0.05674176193678548,0.03353775568062005,131.0,172.0
F6_11.0,N18,N17,800.0,-1,2400.0,1307.3813624004883,97,0,7,97,507.3763807591293,2907.3813624004883,33.49133360922093,0.0,-2,1,11.0,11.0,215,18,12.28263270225163,32.38620731882003,13.882596191418223,212.92848765752896,0,0,0,8,8,104,0.02101546738399462,0.04098016139878951,47.0,203.99999999999994
F8_1.5,N18,N17,800.0,1,2400.0,1828.4917386590892,67,0,9,67,571.5082613409106,3428.491738659089,33.85501719444758,0.0,1,-1,8.0,8.0,158,12,6.59045636857789,0.8464475844191384,0.8243791943003766,178.91186651976287,0,7,3,13,8,76,0.20595158036314729,0.036777067921990585,143.0,162.0
F10_2.0,N18,N17,800.0,1,2400.0,2014.7782876969854,59,0,6,59,385.2217123030144,3614.7782876969854,36.383971279456574,0.0,1,1,10.0,10.0,137,9,12.528372736093925,200.0,12.528372736093925,190.72247015053117,0,0,0,0,0,65,0.04203093476798924,0.022066240753194355,169.0,177.0
F8_9.7,N18,N17,800.0,1,2400.0,2104.2032792607533,59,0,6,59,295.79672073924644,3704.2032792607533,36.107757602661685,0.0,-1,1,9.0,9.0,136,9,3.0536593475100555,15.374712407872948,8.871189011402207,212.4988152634211,0,31,0,35,5,65,0.2689979825151312,0.022066240753194355,207.0,142.0
F8_1.9,N18,N17,800.0,1,2400.0,1940.691197555941,65,0,9,65,459.3088024440588,3540.691197555941,33.993071287578935,0.0,1,-1,15.0,15.0,153,12,5.6514157131136145,21.086384194578613,8.578266371678366,190.22057211048747,0,14,2,20,15,74,0.21501442417781425,0.03467552118359112,167.0,142.0
