veh_id,cur_rsu,next_rsu,r_cov,dirct,d_rsu,d_e_n,n_t_0,n_t_1,n_t_2,n_t_3,d_l_c,d_l_n,v_c_a,v_n_a,tls_c,tls_n,tlt_c,tlt_n,n_cur,n_nxt,v_ahead_avg,dist_leader,v_leader,est_travel_time,route_lane_changes,q_len_cur,q_len_nxt,n_ahead_cur,n_ahead_nxt,n_merge_nxt,occ_cur,occ_nxt,dwell_cur,dwell_nxt
F9_8.1,N21,N22,800.0,-1,2400.0,926.4684898370442,23,23,0,0,126.46584801306301,2526.468489837044,32.89144428058887,0.0,-2,0,0.0,0.0,48,4,13.02497493344251,131.39358989334085,13.445673255619205,193.02907958586925,0,0,0,3,3,23,0.00840618695359785,0.0168123739071957,10.0,141.00000000000006
F9_12.2,N21,N22,800.0,-1,2400.0,1038.806382467375,43,43,1,0,238.77959045295654,2638.806382467375,34.419174206093025,0.0,-2,1,30.0,30.0,82,9,11.985418121760551,24.965736147916914,11.524534480274445,201.14370851395236,0,0,0,10,6,44,0.031523201075991936,0.024167787491593817,21.0,153.99999999999994
F9_6.0,N21,N22,800.0,1,2400.0,1610.056489383308,23,23,0,0,789.9435106166918,3210.056489383308,33.19567144623702,0.0,1,-1,33.0,33.0,50,4,7.843658366385623,9.57153645969202,8.823646375863209,2.2111595304784926,0,0,0,0,0,23,0.24038461538461536,0.0,77.0,154.00000000000006
F11_4.0,N21,N22,800.0,-1,2400.0,1150.3800333454724,46,46,1,0,350.3485062239282,2750.3800333454724,33.85826862366133,0.0,-2,-1,33.0,33.0,93,16,11.701547847706472,176.4007610921431,11.82474152473715,195.21826392545162,0,0,0,15,7,47,0.04203093476798924,0.03152320107599193,29.0,136.00000000000006
F11_5.1,N21,N22,800.0,-1,2400.0,1172.4321681006736,55,55,1,0,372.4285254935505,2772.4321681006736,33.71942100819745,0.0,-2,-1,24.0,24.0,103,16,12.277276236381413,134.87435081509773,13.198300379541847,208.39101419299791,0,1,1,7,5,56,0.02101546738399462,0.035726294552790853,30.0,131.0
F11_10.0,N21,N22,800.0,1,2400.0,2387.6303528502413,23,23,0,0,12.369647149758748,3987.6303528502413,33.43180640735313,0.0,-1,-1,32.0,32.0,50,4,11.465669431656181,28.46558331352844,13.34075859830203,195.120418990979,0,0,0,4,3,23,0.04203093476798924,0.022066240753194355,127.0,135.0
F9_19.1,N21,N22,800.0,1,2400.0,1611.155793074753,23,23,0,0,788.8442069252471,3211.155793074753,32.89144428058887,0.0,1,-1,41.0,41.0,49,4,1.3306680589215831,652.0060111730266,11.984477089446962,15.430234720523798,0,0,0,0,0,23,0.015849106704833433,0.0,84.0,169.99999999999994
F9_5.4,N21,N22,800.0,1,2400.0,2055.2932026760263,24,24,0,0,344.7067973239735,3655.2932026760263,32.775513808689745,0.0,-1,1,0.0,0.0,50,4,5.650177732939019,9.096203398431271,7.30310991005459,177.3370336762273,0,4,0,8,4,24,0.0882649630127774,0.0168123739071957,157.0,171.0
F9_18.1,N21,N22,800.0,-1,2400.0,1099.434890984995,64,64,4,0,299.4058128322089,2699.434890984995,34.83809146973695,40.11689802734579,-2,1,35.0,35.0,123,16,10.429159469761206,86.81916887633554,12.407832431210874,228.85472316302042,0,0,0,16,10,68,0.05054256421828824,0.037677047008722736,27.0,156.0
F9_16.1,N21,N22,800.0,1,2400.0,2090.9289910172356,43,43,1,0,309.0710089827646,3690.9289910172356,34.016512612594966,0.0,-1,1,0.0,0.0,83,16,4.466195067291263,8.046241040744576,7.09830445502019,188.8496735716148,0,15,0,19,11,44,0.1723268325487559,0.028370880968392735,161.99999999999994,182.0
F9_4.0,N21,N22,800.0,1,2400.0,1648.9324579786958,44,44,1,0,751.067542021304,3248.9324579786958,34.271504285982864,0.0,-1,1,6.0,6.0,83,15,0.0,0.0011060254219046328,0.0,191.50611854205837,0,15,0,5,1,45,0.12609280430396774,0.028370880968392735,113.0,223.0
F9_6.1,N21,N22,800.0,1,2400.0,2057.990116629102,23,23,0,0,342.00988337089797,3657.990116629102,32.83235408816786,0.0,-1,0,2.0,2.0,49,4,3.697836194397983,16.575785444287476,5.706313127162469,183.94310577098167,0,4,0,9,7,23,0.11348352387357095,0.0168123739071957,194.0,226.0
